index,sentence,sentence_clean,flesch,syllables,words,ave_syllables
5038, wines to try in november with our thanksgiving ranking photos ,wines try november thanksgiving ranking photos,-9.79,29,12,2.4166666666666665
5054,museums in a this week west nd street at lacma and more,museums in week west nd street lacma,-9.79,29,12,2.4166666666666665
5116,tyreek hill compares titans game winning fg block to madden play ,tyreek hill compares titans game winning fg block madden play,-9.79,29,12,2.4166666666666665
5600,lost teenager has cell phone gps to thank for his safe return,lost teenager cell phone gps thank safe return,-9.79,29,12,2.4166666666666665
5614,how dieting with your cat could be the key to weight loss,dieting cat could key weight loss,-9.79,29,12,2.4166666666666665
5743,open thread other than qb what is the bears biggest weakness ,open thread qb bears biggest weakness,-9.79,29,12,2.4166666666666665
5753,man found shot to death in crashed car in st louis county,man found shot death crashed car st louis county,-9.79,29,12,2.4166666666666665
5789,watch dak prescott randall cobb combine on sick bomb td before half,watch dak prescott randall cobb combine sick bomb td half,-9.79,29,12,2.4166666666666665
5814,black friday deals on dyson save up to on top stick vacuums,black friday deals dyson save top stick vacuums,-9.79,29,12,2.4166666666666665
5934,matthew stafford has fractured bones in back will not play vs bears,matthew stafford fractured bones back play vs bears,-9.79,29,12,2.4166666666666665
6047,watch budda baker pulled this sick move out of the matrix ,watch budda baker pulled this sick move the matrix,-9.79,29,12,2.4166666666666665
6248,georgia jumps to no as lsu takes over top spot in poll,georgia jumps lsu takes over top spot poll,-9.79,29,12,2.4166666666666665
6266,a third holiday themed pop up bar is coming to st louis,third holiday themed pop bar coming st louis,-9.79,29,12,2.4166666666666665
6424,matthew stafford has fractured bones in back will not play vs bears,matthew stafford fractured bones back will play vs bears,-9.79,29,12,2.4166666666666665
6447, things we learned from sunday games of week of nfl season,things learned sunday games week nfl season,-9.79,29,12,2.4166666666666665
6522,giants new brain trust for big decisions it a two man show,giants new brain trust big decisions two man show,-9.79,29,12,2.4166666666666665
6692,nyc urges residents to be prepared for mix of rain and snow,nyc urges residents to prepared mix rain snow,-9.79,29,12,2.4166666666666665
6747,flamingo ends up in one of the coldest parts of russia ,flamingo ends one coldest parts russia,-9.79,29,12,2.4166666666666665
7050,the falcons pass rush digs deep and finds gold against the saints,falcons pass rush digs deep finds gold saints,-9.79,29,12,2.4166666666666665
7070,report card grading the steelers win over the rams in week ,report card grading steelers win rams week,-9.79,29,12,2.4166666666666665
7247,falcons vs saints who was the offensive player of the game ,falcons vs saints offensive player game,-9.79,29,12,2.4166666666666665
7402,ucf josh heupel challenge for knights is whether to fight or fold,ucf josh heupel challenge knights whether fight fold,-9.79,29,12,2.4166666666666665
7614,o hare aiport reports ground stop for all planes until m ,hare aiport reports ground stop planes,-9.79,29,12,2.4166666666666665
7660,on budget check out the top things to do deals in nashville,budget check top things deals nashville,-9.79,29,12,2.4166666666666665
7767,cincinnati bengals qb ryan finley we have lot to build on ,cincinnati bengals qb ryan finley lot to build,-9.79,29,12,2.4166666666666665
8008,el chapo wife to appear on vh reality show cartel crew ,el chapo wife appear vh reality show cartel crew,-9.79,29,12,2.4166666666666665
8176, photos that capture the beauty of the world from the air,photos that capture beauty world air,-9.79,29,12,2.4166666666666665
8256,from to inxs films to see at this week sound unseen fest,inxs films see week sound unseen fest,-9.79,29,12,2.4166666666666665
8616, year old priceless response after mom ate all his candy ,year old priceless response mom ate candy,-9.79,29,12,2.4166666666666665
8636,the outright top cosplayers we saw at grand rapids comic con ,outright top cosplayers saw grand rapids comic con,-9.79,29,12,2.4166666666666665
9276,the soup is coming back to with new host jade catta preta,soup coming back new host jade catta preta,-9.79,29,12,2.4166666666666665
9398,chris pratt thanks his brother cully for his service on veterans day,chris pratt thanks brother cully service veterans day,-9.79,29,12,2.4166666666666665
9494,the best cheap ipod sale prices and deals for black friday ,best cheap ipod sale prices deals black friday,-9.79,29,12,2.4166666666666665
9702,tom brady admits he still not over super bowl loss to eagles,tom brady admits still super bowl loss eagles,-9.79,29,12,2.4166666666666665
9737,the outright top cosplayers we saw at grand rapids comic con ,outright top cosplayers saw grand rapids comic con,-9.79,29,12,2.4166666666666665
9816, m really really shocked matthews soldier surprised by brand new car,really really shocked matthews soldier surprised brand new car,-9.79,29,12,2.4166666666666665
9973,family of teen hit by car on halloween asks for help prayers,family teen hit car halloween asks help prayers,-9.79,29,12,2.4166666666666665
10166,apple tv head of scripted and unscripted shows has left the company,apple tv head of scripted unscripted shows left company,-9.79,29,12,2.4166666666666665
10680,nfl week power rankings upsets rule and new team at the top,nfl week power rankings upsets rule new team top,-9.79,29,12,2.4166666666666665
11096,el chapo wife to appear on vh reality show cartel crew ,el chapo wife appear on vh reality show cartel crew,-9.79,29,12,2.4166666666666665
11105,military who served in az is part of this million yours ,military served az part million,-9.79,29,12,2.4166666666666665
11301,caught on camera cyclist struck by hit and run driver in queens,caught camera cyclist struck hit run driver queens,-9.79,29,12,2.4166666666666665
11631,texans on ravens earl thomas he a monster he a beast ,texans ravens earl thomas a monster beast,-9.79,29,12,2.4166666666666665
11749,so long fiji girl golden globes signs new water partner for show,long fiji girl golden globes signs new water partner show,-9.79,29,12,2.4166666666666665
11750,facts dancing and myths debunked about flu shots with dr alok patel,facts dancing myths debunked flu shots with dr alok patel,-9.79,29,12,2.4166666666666665
12157,frozen for the wrong reasons disney launch is off to bumpy start,frozen wrong reasons disney launch bumpy start,-9.79,29,12,2.4166666666666665
12297,watch david pastrnak score nhl leading th goal with no look shot,watch david pastrnak score nhl leading th goal look shot,-9.79,29,12,2.4166666666666665
12716, my oath was to the constitution of the united states ,oath constitution of united states,-9.79,29,12,2.4166666666666665
12783,msu student to watch scotus hearing on daca m very worried ,msu student watch scotus hearing daca worried,-9.79,29,12,2.4166666666666665
13511, days of our lives cast freed from contract show fate falters,days lives cast freed contract show fate falters,-9.79,29,12,2.4166666666666665
13624, billion fewer birds are in north america now than in ,billion fewer birds in north america,-9.79,29,12,2.4166666666666665
13721,welch tells jordan trump is welcome to take seat right there ,welch tells jordan trump welcome take seat right there,-9.79,29,12,2.4166666666666665
13843, ers not planning on te george kittle vs cardinals update ,ers planning te george kittle vs cardinals update,-9.79,29,12,2.4166666666666665
14011,keto craze can you be keto over the holidays fcl nov ,keto craze be keto the holidays fcl nov,-9.79,29,12,2.4166666666666665
14216,celtics notes jayson tatum returns to form with big night vs wizards,celtics notes jayson tatum returns form big night vs wizards,-9.79,29,12,2.4166666666666665
14796, in gold and silver up for grabs in houston treasure hunt,gold silver grabs houston treasure hunt,-9.79,29,12,2.4166666666666665
14852,why the seattle freeze is real and how to thaw it out,seattle freeze real and to thaw,-9.79,29,12,2.4166666666666665
15843,pff grades and snap counts from the ers seahawks monday night game,pff grades snap counts ers seahawks monday night game,-9.79,29,12,2.4166666666666665
15904,which games console should buy ps xbox one or nintendo switch ,games console buy ps xbox one or nintendo switch,-9.79,29,12,2.4166666666666665
16096,nfl power rankings week upsets rule and new team at the top,nfl power rankings week upsets rule new team top,-9.79,29,12,2.4166666666666665
16460,trump says he and erdogan have been friends from day one ,trump says erdogan friends day one,-9.79,29,12,2.4166666666666665
16462,are we sure we want stephen curry to return this season ,sure want stephen curry return season,-9.79,29,12,2.4166666666666665
16850,report knicks brass will stay on if team shows progress this season,report knicks brass stay team shows progress season,-9.79,29,12,2.4166666666666665
16857,here why you can pick up flu vaccine and take it home,why pick flu vaccine take home,-9.79,29,12,2.4166666666666665
17050,yep it from amazon of the best finds from amazon clothing brands,yep from amazon best finds amazon clothing brands,-9.79,29,12,2.4166666666666665
17062, type diabetes symptoms that are so subtle you might miss them,type diabetes symptoms subtle you might miss,-9.79,29,12,2.4166666666666665
17092,s wb ends boil water advisory for parts of new orleans east,wb ends boil water advisory for parts of new orleans east,-9.79,29,12,2.4166666666666665
17192,royce it hard to compare eras can fighters today fight in ,royce hard compare eras fighters today fight,-9.79,29,12,2.4166666666666665
17193,oscar loves diva is ren zellweger next in line for judy ,oscar loves diva ren zellweger next in line judy,-9.79,29,12,2.4166666666666665
17380,ravens vs texans scouting report for week who has the edge ,ravens vs texans scouting report week edge,-9.79,29,12,2.4166666666666665
17757,donald trump jr says critics are subverting will of the people ,donald trump jr says critics subverting people,-9.79,29,12,2.4166666666666665
17871,frank clark feels good and is ready to take on the chargers,frank clark feels good ready take chargers,-9.79,29,12,2.4166666666666665
17968, nature photos that will change the way you see the world,nature photos change way see world,-9.79,29,12,2.4166666666666665
18118,st louis bar has new drinks named after dr seuss famed books,st louis bar new drinks named after dr seuss famed books,-9.79,29,12,2.4166666666666665
18257, students have died at usc since the start of fall semester,students died usc since start fall semester,-9.79,29,12,2.4166666666666665
18581,the quiet winners of the pga tour fall season so far ,quiet winners pga tour fall season far,-9.79,29,12,2.4166666666666665
19057,eagles players who need to step up the most after the bye,eagles players need step up bye,-9.79,29,12,2.4166666666666665
19344,nfl odds here why expert picks eagles in week game vs patriots,nfl odds expert picks eagles week game vs patriots,-9.79,29,12,2.4166666666666665
20916,watch browns myles garrett attacks mason rudolph with helmet in ugly brawl,watch browns myles garrett attacks mason rudolph helmet ugly brawl,-9.79,29,12,2.4166666666666665
