text,flesch,words,syllables,label
then something happened that made him jump about foot in the air several people behind him screamed ,-87.34,12,40,0
 what the he gasped ,-47.98,1,3,0
so did the people around him ,-78.21,3,10,0
about twenty ghosts had just streamed through the back wall ,3.34,6,14,0
pearly white and slightly transparent they glided across the room talking to one another and hardly glancing at the first years ,-50.91,15,43,0
they seemed to be arguing ,-133.59,2,8,0
what looked like fat little monk was saying forgive and forget say we ought to give him second chance my dear friar haven we given peeves all the chances he deserves ,-61.6,22,64,0
he gives us all bad name and you know he not really even ghost say what are you all doing here ghost wearing ruff and tights had suddenly noticed the first years ,-23.97,21,52,0
nobody answered ,-91.29,2,7,0
 new students said the fat friar smiling around at them ,-41.98,7,20,0
 about to be sorted suppose few people nodded mutely ,-67.15,6,19,0
 hope to see you in hufflepuff said the friar ,-53.05,6,18,0
 my old house you know move along now said sharp voice ,-27.9,9,24,0
 the sorting ceremony about to start professor mcgonagall had returned ,-74.9,9,29,0
one by one the ghosts floated away through the opposite wall ,-66.16,7,22,0
 now form line professor mcgonagall told the first years and follow me feeling oddly as though his legs had turned to lead harry got into line behind boy with sandy hair with ron behind him and they walked out of the chamber back across the hall and through pair of double doors into the great hall ,-58.82,38,102,0
harry had never even imagined such strange and splendid place ,-46.7,9,26,0
it was lit by thousands and thousands of candles that were floating in midair over four long tables where the rest of the students were sitting ,-48.44,19,53,0
these tables were laid with glittering golden plates and goblets ,-66.16,7,22,0
at the top of the hall was another long table where the teachers were sitting ,-31.73,10,27,0
professor mcgonagall led the first years up here so that they came to halt in line facing the other students with the teachers behind them ,-45.27,15,42,0
the hundreds of faces staring at them looked like pale lanterns in the flickering candlelight ,-74.03,10,32,0
dotted here and there among the students the ghosts shone misty silver ,-31.73,10,27,0
mainly to avoid all the staring eyes harry looked upward and saw velvety black ceiling dotted with stars ,-53.65,13,38,0
he heard hermione whisper it bewitched to look like the sky outside ,-86.81,8,27,0
i read about it in hogwarts history it was hard to believe there was ceiling there at all and that the great hall didn simply open on to the heavens ,-57.92,16,47,0
harry quickly looked down again as professor mcgonagall silently placed four legged stool in front of the first years ,-55.13,14,41,0
on top of the stool she put pointed wizard hat ,-9.1,9,22,0
this hat was patched and frayed and extremely dirty ,-12.78,8,20,0
aunt petunia wouldn have let it in the house ,-54.07,7,21,0
maybe they had to try and get rabbit out of it harry thought wildly that seemed the sort of thing noticing that everyone in the hall was now staring at the hat he stared at it too ,-27.99,21,53,0
for few seconds there was complete silence ,-72.17,4,13,0
then the hat twitched ,-6.69,2,5,0
a rip near the brim opened wide like mouth and the hat began to sing oh you may not think m pretty but don judge on what you see ll eat myself if you can find smarter hat than me ,-24.02,28,67,0
you can keep your bowlers black your top hats sleek and tall for m the hogwarts sorting hat and can cap them all ,-13.53,18,43,0
there nothing hidden in your head the sorting hat can see so try me on and will tell you where you ought to be ,-22.71,15,38,0
you might belong in gryffindor where dwell the brave at heart their daring nerve and chivalry set gryffindors apart you might belong in hufflepuff where they are just and loyal those patient hufflepuffs are true and unafraid of toil or yet in wise old ravenclaw if you ve ready mind where those of wit and learning will always find their kind or perhaps in slytherin you ll make your real friends those cunning folk use any means to achieve their ends ,-90.81,54,155,0
so put me on ,35.61,2,4,0
don be afraid and don get in flap you re in safe hands though have none for m thinking cap the whole hall burst into applause as the hat finished its song ,-27.99,21,53,0
it bowed to each of the four tables and then became quite still again ,-48.65,10,29,0
 so we ve just got to try on the hat ron whispered to harry ,18.94,8,17,0
 ll kill fred he was going on about wrestling troll harry smiled weakly ,-6.35,10,24,0
yes trying on the hat was lot better than having to do spell but he did wish they could have tried it on without everyone watching ,-24.41,17,43,0
the hat seemed to be asking rather lot harry didn feel brave or quick witted or any of it at the moment ,-34.13,13,35,0
if only the hat had mentioned house for people who felt bit queasy that would have been the one for him ,-74.03,10,32,0
professor mcgonagall now stepped forward holding long roll of parchment ,-55.08,8,24,0
 when call your name you will put on the hat and sit on the stool to be sorted she said ,-6.35,10,24,0
 abbott hannah pink faced girl with blonde pigtails stumbled out of line put on the hat which fell right down over her eyes and sat down ,-29.38,17,44,0
a moment pause hufflepuff shouted the hat ,-67.15,6,19,0
the table on the right cheered and clapped as hannah went to sit down at the hufflepuff table ,-35.06,11,30,0
harry saw the ghost of the fat friar waving merrily at her ,-5.73,7,17,0
 bones susan hufflepuff shouted the hat again and susan scuttled off to sit next to hannah ,-58.13,11,33,0
 boot terry ravenclaw the table second from the left clapped this time several ravenclaws stood up to shake hands with terry as he joined them ,-51.13,18,51,0
 brocklehurst mandy went to ravenclaw too but brown lavender became the first new gryffindor and the table on the far left exploded with cheers harry could see ron twin brothers catcalling ,-50.17,24,66,0
 bulstrode millicent then became slytherin ,-114.47,4,15,0
perhaps it was harry imagination after all he heard about slytherin but he thought they looked like an unpleasant lot ,-63.2,16,48,0
he was starting to feel definitely sick now ,-52.04,5,15,0
he remembered being picked for teams during gym at his old school ,-27.9,9,24,0
he had always been last to be chosen not because he was no good but because no one wanted dudley to think they liked him ,-23.9,12,31,0
 finch fletchley justin hufflepuff sometimes harry noticed the hat shouted out the house at once but at others it took little while to decide ,-79.07,16,51,0
 finnigan seamus the sandy haired boy next to harry in the line sat on the stool for almost whole minute before the hat declared him gryffindor ,-51.13,18,51,0
 granger hermione hermione almost ran to the stool and jammed the hat eagerly on her head ,-82.49,10,33,0
 gryffindor shouted the hat ,-50.01,3,9,0
ron groaned ,-48.99,2,6,0
a horrible thought struck harry as horrible thoughts always do when you re very nervous ,-48.65,10,29,0
what if he wasn chosen at all ,6.39,3,7,0
what if he just sat there with the hat over his eyes for ages until professor mcgonagall jerked it off his head and said there had obviously been mistake and he better get back on the train ,-48.24,23,63,0
when neville longbottom the boy who kept losing his toad was called he fell over on his way to the stool ,-30.94,12,32,0
the hat took long time to decide with neville ,-41.98,7,20,0
when it finally shouted gryffindor neville ran off still wearing it and had to jog back amid gales of laughter to give it to macdougal morag malfoy swaggered forward when his name was called and got his wish at once the hat had barely touched his head when it screamed slytherin malfoy went to join his friends crabbe and goyle looking pleased with himself ,-83.55,42,123,0
there weren many people left now ,-29.87,4,11,0
 moon nott parkinson then pair of twin girls path and path then perks sally anne ,-11.98,11,27,0
 and then at last potter harry as harry stepped forward whispers suddenly broke out like little hissing fires all over the hall ,-42.05,16,44,0
 potter did she say the harry potter the last thing harry saw before the hat dropped over his eyes was the hall full of people craning to get good look at him ,-19.3,22,53,0
next second he was looking at the black inside of the hat ,-38.95,6,17,0
he waited ,-132.58,1,4,0
 hmm said small voice in his ear ,-18.2,5,13,0
 difficult ,-132.58,1,4,0
very difficult ,-132.58,1,4,0
plenty of courage see ,-78.21,3,10,0
not bad mind either ,-21.81,3,8,0
there talent oh my goodness yes and nice thirst to prove yourself now that interesting ,-55.08,8,24,0
 ,121.22,1,1,0
so where shall put you harry gripped the edges of the stool and thought not slytherin not slytherin ,-23.9,12,31,0
 not slytherin eh said the small voice ,-35.12,5,14,0
 are you sure ,-47.98,1,3,0
you could be great you know it all here in your head and slytherin will help you on the way to greatness no doubt about that no ,-27.62,13,34,0
well if you re sure better be gryffindor harry heard the hat shout the last word to the whole hall ,-14.61,13,32,0
he took off the hat and walked shakily toward the gryffindor table ,-33.93,8,22,0
he was so relieved to have been chosen and not put in slytherin he hardly noticed that he was getting the loudest cheer yet ,-39.63,15,41,0
percy the prefect got up and shook his hand vigorously while the weasley twins yelled we got potter ,-37.0,14,38,0
we got potter harry sat down opposite the ghost in the ruff he seen earlier ,-40.19,10,28,0
